"cowcode","location","asciiname","longitude","latitude","event_date","side","numreports","max_scope","max_partviolence","max_secengagement","mean_avg_numparticipants"
40,3534363,"Vertientes",-78.14979,21.25817,2003-05-11,0,1,0,NA,NA,NA
40,3534476,"Velasco",-76.34885,21.08575,2011-11-24,1,1,0,NA,NA,NA
40,3536729,"Santiago de Cuba",-75.82667,20.02083,2003-05-01,0,2,0,NA,NA,NA
40,3536729,"Santiago de Cuba",-75.82667,20.02083,2003-12-07,0,1,0,NA,NA,2000
40,3536729,"Santiago de Cuba",-75.82667,20.02083,2004-06-14,0,1,0,NA,NA,NA
40,3536729,"Santiago de Cuba",-75.82667,20.02083,2007-12-04,1,4,0,NA,2,216.666666666667
40,3536729,"Santiago de Cuba",-75.82667,20.02083,2011-05-01,0,2,0,NA,NA,NA
40,3536729,"Santiago de Cuba",-75.82667,20.02083,2011-09-08,1,1,0,NA,2,NA
40,3536729,"Santiago de Cuba",-75.82667,20.02083,2013-05-01,0,1,0,NA,NA,NA
40,3536729,"Santiago de Cuba",-75.82667,20.02083,2015-05-01,0,1,0,NA,NA,NA
40,3536729,"Santiago de Cuba",-75.82667,20.02083,2015-07-26,0,1,0,NA,NA,10000
40,3537831,"Santa Efigenia",-77.38333,20.95,2004-05-19,0,1,0,NA,NA,NA
40,3537901,"Santa Clara",-76.30028,21.03444,2011-02-23,0,2,0,NA,NA,40
40,3537901,"Santa Clara",-76.30028,21.03444,2011-02-24,0,1,0,NA,NA,40
40,3537906,"Santa Clara",-79.96472,22.40694,2003-10-08,0,1,0,NA,NA,70000
40,3537906,"Santa Clara",-79.96472,22.40694,2010-07-09,1,1,0,NA,0,NA
40,3537906,"Santa Clara",-79.96472,22.40694,2010-07-27,0,1,0,NA,NA,90000
40,3537906,"Santa Clara",-79.96472,22.40694,2011-11-24,1,1,0,NA,NA,NA
40,3538758,"San Nicolas de Bari",-81.91333,22.78444,2004-05-30,0,1,0,NA,NA,10000
40,3538803,"San Miguel del Padron",-82.29472,23.06639,2004-04-04,0,1,0,NA,NA,10000
40,3539093,"San Luis",-75.85031,20.18809,2003-12-08,0,1,0,NA,NA,NA
40,3540667,"Sancti Spiritus",-79.4425,21.92972,2003-05-01,0,1,0,NA,NA,200000
40,3540667,"Sancti Spiritus",-79.4425,21.92972,2003-12-23,0,1,0,NA,NA,NA
40,3540885,"San Antonio de los Banos",-82.50099,22.89018,2004-05-30,0,1,0,NA,NA,NA
40,3541440,"Sagua la Grande",-80.07556,22.80667,2011-11-24,1,1,0,NA,NA,NA
40,3543498,"Primero de Enero",-78.4313,21.94501,2003-08-17,0,1,0,NA,NA,NA
40,3544091,"Pinar del Rio",-83.69667,22.41667,2003-05-01,0,1,0,NA,NA,100000
40,3544091,"Pinar del Rio",-83.69667,22.41667,2011-11-24,1,1,0,NA,NA,NA
40,3545064,"Palma Soriano",-75.99362,20.2113,2011-11-24,1,1,0,NA,NA,NA
40,3545064,"Palma Soriano",-75.99362,20.2113,2011-12-02,1,1,0,NA,2,50
40,3545064,"Palma Soriano",-75.99362,20.2113,2012-04-03,1,1,0,NA,2,NA
40,3546894,"Minas",-77.61033,21.48802,2003-03-30,0,1,0,NA,NA,10000
40,3546894,"Minas",-77.61033,21.48802,2004-05-17,0,3,0,NA,NA,NA
40,3547260,"Media Luna",-77.43532,20.14298,2004-11-07,0,1,0,NA,NA,10000
40,3547311,"Mayari Arriba",-75.53202,20.41548,2005-03-11,0,1,0,NA,NA,NA
40,3547398,"Matanzas",-81.5775,23.04111,2004-05-23,0,1,0,NA,NA,100000
40,3547884,"Manuel Tames",-75.05346,20.17932,2003-06-22,0,1,0,NA,NA,10000
40,3547930,"Mantua",-84.28599,22.29058,2005-01-23,0,1,0,NA,NA,5000
40,3548099,"Manati",-76.93403,21.3107,2004-11-13,0,1,0,NA,NA,5000
40,3548099,"Manati",-76.93403,21.3107,2004-11-14,0,1,0,NA,NA,5000
40,3552322,"La Palma",-83.55415,22.74995,2003-07-17,0,3,0,NA,NA,3000
40,3552554,"La Maya",-75.64574,20.1688,2004-11-28,0,1,0,NA,NA,NA
40,3553004,"La Lisa",-82.43333,23.06667,2003-12-20,0,1,0,NA,NA,10000
40,3553004,"La Lisa",-82.43333,23.06667,2003-12-21,0,1,0,NA,NA,10000
40,3553343,"Lajas",-80.2931,22.41479,2004-08-22,0,2,0,NA,NA,5000
40,3553478,"Havana",-82.38304,23.13302,2003-01-18,0,3,0,NA,NA,100
40,3553478,"Havana",-82.38304,23.13302,2003-01-29,0,1,0,NA,NA,2000
40,3553478,"Havana",-82.38304,23.13302,2003-02-16,0,1,0,NA,NA,5000
40,3553478,"Havana",-82.38304,23.13302,2003-05-01,0,7,0,0,NA,625000
40,3553478,"Havana",-82.38304,23.13302,2003-06-08,0,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2003-09-19,0,1,0,NA,1,NA
40,3553478,"Havana",-82.38304,23.13302,2003-11-28,0,1,0,NA,NA,20000
40,3553478,"Havana",-82.38304,23.13302,2004-03-15,0,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2004-05-01,0,2,0,NA,NA,1000000
40,3553478,"Havana",-82.38304,23.13302,2004-10-24,0,2,0,NA,NA,10000
40,3553478,"Havana",-82.38304,23.13302,2005-02-18,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2005-03-20,0,2,0,0,1,175
40,3553478,"Havana",-82.38304,23.13302,2005-03-20,1,2,0,0,1,30
40,3553478,"Havana",-82.38304,23.13302,2005-05-01,0,8,0,NA,NA,1066666.66666667
40,3553478,"Havana",-82.38304,23.13302,2005-07-13,0,4,0,2,1,3800
40,3553478,"Havana",-82.38304,23.13302,2005-07-13,1,1,0,2,2,NA
40,3553478,"Havana",-82.38304,23.13302,2005-07-14,1,1,0,2,2,NA
40,3553478,"Havana",-82.38304,23.13302,2005-07-26,0,2,0,NA,NA,5000
40,3553478,"Havana",-82.38304,23.13302,2005-08-12,0,2,0,NA,NA,90
40,3553478,"Havana",-82.38304,23.13302,2005-10-26,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2006-05-01,0,3,0,NA,NA,501000
40,3553478,"Havana",-82.38304,23.13302,2006-08-01,0,2,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2006-08-08,0,2,0,NA,NA,200
40,3553478,"Havana",-82.38304,23.13302,2006-08-12,0,2,0,NA,NA,2000
40,3553478,"Havana",-82.38304,23.13302,2006-08-13,0,1,0,NA,NA,2000
40,3553478,"Havana",-82.38304,23.13302,2006-12-10,0,2,0,NA,NA,25
40,3553478,"Havana",-82.38304,23.13302,2006-12-10,1,1,0,0,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2007-01-21,0,1,0,NA,NA,200
40,3553478,"Havana",-82.38304,23.13302,2007-03-20,0,1,0,0,NA,40
40,3553478,"Havana",-82.38304,23.13302,2007-03-20,1,1,0,0,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2007-05-01,0,7,0,NA,NA,193000
40,3553478,"Havana",-82.38304,23.13302,2007-05-03,0,1,0,NA,NA,150000
40,3553478,"Havana",-82.38304,23.13302,2007-06-19,0,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2007-09-27,0,2,0,NA,NA,100
40,3553478,"Havana",-82.38304,23.13302,2007-09-27,1,1,0,NA,NA,100
40,3553478,"Havana",-82.38304,23.13302,2007-12-09,1,1,0,NA,NA,40
40,3553478,"Havana",-82.38304,23.13302,2007-12-10,0,1,0,1,NA,100
40,3553478,"Havana",-82.38304,23.13302,2008-04-21,0,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2008-05-01,0,3,0,NA,NA,150000
40,3553478,"Havana",-82.38304,23.13302,2009-05-01,0,1,0,NA,NA,500000
40,3553478,"Havana",-82.38304,23.13302,2009-11-27,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2009-12-10,0,2,0,1,2,200
40,3553478,"Havana",-82.38304,23.13302,2009-12-10,1,3,0,NA,2,50
40,3553478,"Havana",-82.38304,23.13302,2010-03-15,1,1,0,0,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2010-03-16,0,4,0,1,2,200
40,3553478,"Havana",-82.38304,23.13302,2010-03-16,1,4,0,1,2,20
40,3553478,"Havana",-82.38304,23.13302,2010-03-17,0,5,0,1,2,216.666666666667
40,3553478,"Havana",-82.38304,23.13302,2010-03-17,1,7,0,1,2,30
40,3553478,"Havana",-82.38304,23.13302,2010-03-18,0,6,0,1,NA,200
40,3553478,"Havana",-82.38304,23.13302,2010-03-18,1,7,0,0,2,30
40,3553478,"Havana",-82.38304,23.13302,2010-03-21,0,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2010-03-21,1,1,0,NA,1,NA
40,3553478,"Havana",-82.38304,23.13302,2010-04-11,0,4,0,NA,NA,1400
40,3553478,"Havana",-82.38304,23.13302,2010-04-11,1,2,0,NA,2,NA
40,3553478,"Havana",-82.38304,23.13302,2010-04-18,0,2,0,1,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2010-04-18,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2010-04-25,0,4,0,1,NA,41.6666666666667
40,3553478,"Havana",-82.38304,23.13302,2010-04-25,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2010-05-01,0,3,0,1,1,575000
40,3553478,"Havana",-82.38304,23.13302,2010-05-01,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2010-06-22,1,1,0,NA,1,30
40,3553478,"Havana",-82.38304,23.13302,2010-08-16,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2010-09-03,0,3,0,NA,NA,2000
40,3553478,"Havana",-82.38304,23.13302,2010-09-28,0,1,0,NA,1,15000
40,3553478,"Havana",-82.38304,23.13302,2010-09-29,0,2,0,NA,NA,2000
40,3553478,"Havana",-82.38304,23.13302,2010-11-07,1,2,0,NA,NA,30
40,3553478,"Havana",-82.38304,23.13302,2010-11-14,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2010-12-10,0,1,0,1,1,100
40,3553478,"Havana",-82.38304,23.13302,2010-12-10,1,4,0,1,1,60
40,3553478,"Havana",-82.38304,23.13302,2011-02-23,0,1,0,NA,NA,100
40,3553478,"Havana",-82.38304,23.13302,2011-02-24,0,1,0,NA,NA,200
40,3553478,"Havana",-82.38304,23.13302,2011-02-24,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2011-02-28,0,2,0,NA,NA,100
40,3553478,"Havana",-82.38304,23.13302,2011-02-28,1,2,0,NA,2,NA
40,3553478,"Havana",-82.38304,23.13302,2011-03-18,0,1,0,NA,1,200
40,3553478,"Havana",-82.38304,23.13302,2011-03-27,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2011-04-16,0,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2011-04-17,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2011-04-28,1,1,0,NA,2,NA
40,3553478,"Havana",-82.38304,23.13302,2011-05-01,0,3,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2011-05-14,0,1,0,NA,NA,25
40,3553478,"Havana",-82.38304,23.13302,2011-09-08,1,1,0,NA,2,NA
40,3553478,"Havana",-82.38304,23.13302,2011-09-24,0,1,0,1,2,200
40,3553478,"Havana",-82.38304,23.13302,2011-09-25,0,1,0,NA,NA,300
40,3553478,"Havana",-82.38304,23.13302,2011-10-16,1,2,0,0,NA,100
40,3553478,"Havana",-82.38304,23.13302,2011-11-24,1,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2011-12-10,0,1,0,NA,NA,25
40,3553478,"Havana",-82.38304,23.13302,2012-02-23,0,1,0,NA,NA,200
40,3553478,"Havana",-82.38304,23.13302,2012-03-18,0,1,0,NA,NA,100
40,3553478,"Havana",-82.38304,23.13302,2012-03-18,1,7,0,NA,2,31.5
40,3553478,"Havana",-82.38304,23.13302,2012-03-25,1,2,0,NA,NA,30
40,3553478,"Havana",-82.38304,23.13302,2012-07-24,0,1,0,NA,NA,100
40,3553478,"Havana",-82.38304,23.13302,2012-07-24,1,5,0,NA,2,47
40,3553478,"Havana",-82.38304,23.13302,2012-09-21,0,1,0,1,NA,150
40,3553478,"Havana",-82.38304,23.13302,2012-10-14,1,1,0,NA,NA,25
40,3553478,"Havana",-82.38304,23.13302,2012-12-09,1,1,0,NA,2,NA
40,3553478,"Havana",-82.38304,23.13302,2013-05-01,0,2,0,NA,NA,157500
40,3553478,"Havana",-82.38304,23.13302,2013-05-11,0,1,0,NA,NA,300
40,3553478,"Havana",-82.38304,23.13302,2013-12-10,0,1,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2014-01-26,1,1,0,NA,1,56
40,3553478,"Havana",-82.38304,23.13302,2014-05-01,0,2,0,NA,NA,301000
40,3553478,"Havana",-82.38304,23.13302,2014-07-13,0,1,0,NA,NA,100
40,3553478,"Havana",-82.38304,23.13302,2014-07-13,1,2,0,NA,2,100
40,3553478,"Havana",-82.38304,23.13302,2014-12-10,0,2,0,NA,NA,112.5
40,3553478,"Havana",-82.38304,23.13302,2014-12-10,1,2,0,NA,2,30
40,3553478,"Havana",-82.38304,23.13302,2015-02-22,1,2,0,NA,2,50
40,3553478,"Havana",-82.38304,23.13302,2015-05-01,0,2,0,NA,NA,2000
40,3553478,"Havana",-82.38304,23.13302,2015-08-09,0,2,0,NA,NA,NA
40,3553478,"Havana",-82.38304,23.13302,2015-08-09,1,2,0,NA,2,NA
40,3555941,"Jose Maria Perez",-79.68223,22.43434,2010-04-11,1,1,0,NA,1,NA
40,3556078,"Jobabo",-77.28194,20.90748,2004-01-25,0,1,0,NA,NA,10000
40,3556334,"Jatibonico",-79.16906,21.94333,2004-06-27,0,1,0,NA,NA,10000
40,3556969,"Holguin",-76.26306,20.88722,2003-08-03,0,1,0,NA,NA,NA
40,3556969,"Holguin",-76.26306,20.88722,2003-10-05,0,1,0,NA,NA,5000
40,3556969,"Holguin",-76.26306,20.88722,2003-11-05,0,1,0,NA,NA,NA
40,3556969,"Holguin",-76.26306,20.88722,2014-01-24,1,1,2,0,1,25
40,3556969,"Holguin",-76.26306,20.88722,2015-05-01,0,1,0,NA,NA,NA
40,3557689,"Guantanamo",-75.20917,20.14444,2003-05-01,0,1,0,NA,NA,250000
40,3557689,"Guantanamo",-75.20917,20.14444,2004-10-10,0,1,0,NA,NA,120000
40,3557846,"Guanabacoa",-82.30082,23.1236,2010-02-25,1,1,0,NA,0,NA
40,3564084,"Ciro Redondo",-78.70365,22.01921,2004-08-08,0,1,0,NA,NA,5000
40,3564124,"Cienfuegos",-80.44662,22.14957,2003-05-01,0,2,0,NA,NA,200000
40,3564124,"Cienfuegos",-80.44662,22.14957,2003-09-06,0,1,0,NA,NA,2000
40,3564124,"Cienfuegos",-80.44662,22.14957,2011-11-24,1,1,0,NA,2,NA
40,3564178,"Ciego de Avila",-78.76194,21.84,2011-11-24,1,1,0,NA,NA,NA
40,3565951,"Campechuela",-77.2799,20.23329,2004-01-11,0,1,0,NA,NA,5000
40,3566055,"Camajuani",-79.72324,22.46476,2003-07-22,0,1,0,NA,NA,NA
40,3566055,"Camajuani",-79.72324,22.46476,2003-07-23,0,1,0,NA,NA,NA
40,3566067,"Camaguey",-77.91694,21.38083,2003-05-01,0,1,0,NA,NA,200000
40,3566067,"Camaguey",-77.91694,21.38083,2010-02-03,1,2,0,NA,2,29
40,3566067,"Camaguey",-77.91694,21.38083,2011-11-24,1,1,0,NA,NA,NA
40,3567086,"Bolivia",-78.33884,22.08397,2004-02-22,0,1,0,NA,NA,5000
40,3567823,"Baragua",-78.62567,21.68216,2003-04-13,0,1,0,NA,NA,NA
40,3567869,"Banes",-75.722,20.96116,2010-02-26,0,1,0,0,1,100
40,3567869,"Banes",-75.722,20.96116,2010-08-15,0,1,0,NA,NA,NA
40,3567869,"Banes",-75.722,20.96116,2010-08-15,1,1,0,NA,NA,NA
40,3760852,"Frank Pais",-82.30516,22.97393,2003-07-06,0,1,0,NA,NA,10000
41,3716224,"Trou du Nord",-72.02075,19.61448,2003-12-17,1,1,0,1,3,NA
41,3716224,"Trou du Nord",-72.02075,19.61448,2003-12-18,1,1,0,3,3,NA
41,3717588,"Saint-Marc",-72.69379,19.10819,2003-09-29,1,1,0,NA,NA,NA
41,3717588,"Saint-Marc",-72.69379,19.10819,2003-10-13,1,1,0,NA,2,NA
41,3717588,"Saint-Marc",-72.69379,19.10819,2003-10-14,1,2,0,1,2,1000
41,3717588,"Saint-Marc",-72.69379,19.10819,2003-10-15,1,1,0,1,2,NA
41,3717588,"Saint-Marc",-72.69379,19.10819,2003-10-18,0,1,0,NA,1,NA
41,3717588,"Saint-Marc",-72.69379,19.10819,2003-12-17,1,2,0,NA,2,NA
41,3717588,"Saint-Marc",-72.69379,19.10819,2004-01-15,1,1,0,1,2,NA
41,3718254,"Raboteau",-72.73333,18.33333,2003-12-22,1,1,0,NA,3,NA
41,3718420,"Port-de-Paix",-72.83257,19.9389,2004-01-22,0,1,0,NA,1,NA
41,3718420,"Port-de-Paix",-72.83257,19.9389,2004-01-22,1,3,0,NA,2,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-01-09,1,1,0,2,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-01-10,0,3,0,2,2,200
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-01-10,1,4,0,2,2,350
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-01-13,1,1,0,0,1,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-02-07,3,1,NA,NA,NA,200
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-02-17,3,1,NA,NA,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-03-20,1,2,0,NA,2,300
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-04-03,1,1,0,0,1,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-04-05,1,1,0,NA,NA,25
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-09-30,0,1,0,NA,NA,200
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-10-23,0,1,0,NA,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-10-29,0,1,0,1,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-10-29,1,2,0,0,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-11-13,0,1,0,NA,2,50
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-11-13,1,5,0,1,2,466.666666666667
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-11-14,0,2,0,1,2,4025
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-11-14,1,2,0,1,2,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-11-15,1,1,0,0,1,10143
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-11-28,0,1,0,2,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-11-28,1,1,0,NA,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-03,0,3,0,2,1,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-03,1,3,0,2,2,200
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-05,0,2,0,3,1,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-05,1,2,0,3,1,550
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-06,1,1,0,NA,2,100
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-10,0,1,0,NA,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-10,1,2,0,NA,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-11,1,1,0,NA,2,2000
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-12,0,5,0,3,NA,866.666666666667
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-12,1,6,0,2,2,1670
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-13,1,2,0,NA,2,1100
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-15,1,1,0,NA,2,200
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-16,1,1,0,NA,2,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-17,1,2,0,NA,2,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-22,0,1,0,NA,NA,200
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-22,1,4,0,NA,3,5500
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-24,1,2,0,NA,NA,1100
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-29,0,1,0,0,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2003-12-30,1,3,0,NA,2,2500
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-01,0,4,0,2,2,9500
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-01,1,4,0,2,2,6750
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-02,1,1,0,1,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-07,1,7,0,1,3,2000
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-11,1,4,0,0,1,18333.3333333333
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-12,1,1,0,0,1,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-16,1,2,0,1,2,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-17,0,1,0,NA,1,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-17,1,1,0,NA,1,2000
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-18,1,2,0,NA,2,3000
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-19,1,5,0,1,3,1100
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-21,0,4,0,0,NA,20000
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-21,1,5,0,NA,2,200
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-22,0,2,0,NA,1,5000
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-22,1,3,0,1,2,1500
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-23,1,1,0,NA,2,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-26,1,1,0,NA,1,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-27,1,3,0,NA,NA,15000
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-28,1,6,0,2,3,200
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-29,1,1,0,NA,NA,100
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-01-31,1,1,0,NA,2,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-02-01,1,4,0,0,1,18000
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-02-02,1,1,0,NA,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-02-03,1,3,0,1,2,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-02-04,1,1,0,NA,2,25
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-02-05,0,1,0,NA,NA,200
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-02-15,1,5,0,0,2,680
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-02-16,1,1,0,NA,NA,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-02-19,1,1,0,NA,0,NA
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-02-20,1,4,0,NA,2,1000
41,3718426,"Port-au-Prince",-72.335,18.53917,2004-02-28,0,1,0,0,NA,2000
41,3718962,"Tigwav",-72.86297,18.42939,2003-11-20,1,1,0,1,2,NA
41,3718962,"Tigwav",-72.86297,18.42939,2003-11-21,1,1,0,NA,2,NA
41,3718962,"Tigwav",-72.86297,18.42939,2003-11-24,1,1,0,NA,NA,NA
41,3718962,"Tigwav",-72.86297,18.42939,2003-12-08,1,1,0,NA,NA,2000
41,3718962,"Tigwav",-72.86297,18.42939,2003-12-22,1,1,0,0,NA,NA
41,3718962,"Tigwav",-72.86297,18.42939,2004-01-07,1,1,0,0,1,200
41,3718962,"Tigwav",-72.86297,18.42939,2004-01-27,1,1,0,NA,3,NA
41,3718962,"Tigwav",-72.86297,18.42939,2004-01-28,1,1,0,NA,2,NA
41,3719028,"Petionville",-72.28528,18.5125,2003-12-29,0,1,0,NA,NA,NA
41,3719028,"Petionville",-72.28528,18.5125,2004-01-27,1,1,0,NA,1,NA
41,3719436,"Ouanaminthe",-71.72397,19.54807,2004-02-03,1,1,0,NA,3,NA
41,3720381,"Musseau",-73.46667,18.31667,2003-09-07,1,1,0,NA,NA,NA
41,3720381,"Musseau",-73.46667,18.31667,2003-11-25,1,1,0,0,NA,NA
41,3720381,"Musseau",-73.46667,18.31667,2003-11-26,1,1,0,NA,NA,NA
41,3720811,"Mirebalais",-72.10528,18.83333,2003-12-16,1,3,0,NA,2,NA
41,3720811,"Mirebalais",-72.10528,18.83333,2004-01-28,1,1,0,NA,NA,NA
41,3720824,"Miragoane",-73.08758,18.44232,2003-12-16,1,1,0,NA,2,NA
41,3721342,"Mariani",-72.42778,18.54139,2003-10-31,1,1,0,NA,2,NA
41,3722223,"L'Estere Large",-72.66667,19.33333,2004-01-22,0,1,0,NA,NA,NA
41,3722223,"L'Estere Large",-72.66667,19.33333,2004-01-22,1,1,0,NA,NA,NA
41,3722286,"Leogane",-72.63147,18.50959,2003-12-22,1,1,0,0,NA,NA
41,3722286,"Leogane",-72.63147,18.50959,2004-01-21,1,1,0,NA,NA,NA
41,3723593,"Jeremie",-74.11667,18.65,2003-12-24,1,1,0,NA,NA,NA
41,3723779,"Jacmel",-72.53539,18.23427,2003-04-14,1,1,0,NA,NA,40
41,3723779,"Jacmel",-72.53539,18.23427,2003-12-17,1,1,0,NA,NA,NA
41,3723779,"Jacmel",-72.53539,18.23427,2003-12-18,1,1,0,NA,2,NA
41,3723779,"Jacmel",-72.53539,18.23427,2004-02-10,1,1,0,NA,2,2000
41,3723779,"Jacmel",-72.53539,18.23427,2004-02-11,1,1,0,NA,2,NA
41,3723841,"Hinche",-72.01667,19.15,2003-12-18,1,1,0,NA,2,NA
41,3723841,"Hinche",-72.01667,19.15,2004-02-17,1,1,0,NA,NA,1000
41,3723841,"Hinche",-72.01667,19.15,2004-02-18,1,1,0,NA,NA,2000
41,3724696,"Gonayiv",-72.68903,19.44749,2003-01-08,1,2,0,1,3,NA
41,3724696,"Gonayiv",-72.68903,19.44749,2003-01-10,1,3,0,NA,3,NA
41,3724696,"Gonayiv",-72.68903,19.44749,2003-09-23,1,2,0,1,NA,2000
41,3724696,"Gonayiv",-72.68903,19.44749,2003-09-25,1,5,0,1,3,NA
41,3724696,"Gonayiv",-72.68903,19.44749,2003-09-26,1,1,0,NA,3,NA
41,3724696,"Gonayiv",-72.68903,19.44749,2003-09-27,1,1,0,NA,1,200
41,3724696,"Gonayiv",-72.68903,19.44749,2003-09-30,1,2,0,NA,2,NA
41,3724696,"Gonayiv",-72.68903,19.44749,2003-10-01,1,1,0,1,NA,NA
41,3724696,"Gonayiv",-72.68903,19.44749,2003-10-08,1,3,0,2,2,NA
41,3724696,"Gonayiv",-72.68903,19.44749,2003-10-13,1,2,0,NA,2,NA
41,3724696,"Gonayiv",-72.68903,19.44749,2003-10-15,1,4,0,2,2,600
41,3724696,"Gonayiv",-72.68903,19.44749,2003-10-20,1,1,0,NA,3,NA
