"cowcode","location","asciiname","longitude","latitude","event_date","side","numreports","max_scope","max_partviolence","max_secengagement","mean_avg_numparticipants"
365,554234,"Kaliningrad",20.51095,54.70649,2007-10-07,1,1,0,NA,NA,NA
365,554234,"Kaliningrad",20.51095,54.70649,2009-01-31,0,1,0,0,NA,2000
365,554234,"Kaliningrad",20.51095,54.70649,2009-01-31,1,1,0,0,NA,525
365,554234,"Kaliningrad",20.51095,54.70649,2009-02-02,0,1,0,NA,NA,NA
365,554234,"Kaliningrad",20.51095,54.70649,2009-02-02,1,1,0,NA,NA,NA
365,554234,"Kaliningrad",20.51095,54.70649,2009-11-30,1,1,1,NA,NA,50
365,554234,"Kaliningrad",20.51095,54.70649,2010-01-30,1,19,1,0,1,9653.84615384615
365,554234,"Kaliningrad",20.51095,54.70649,2010-02-05,1,1,0,NA,NA,8000
365,554234,"Kaliningrad",20.51095,54.70649,2010-03-20,1,3,0,0,1,2250
365,554234,"Kaliningrad",20.51095,54.70649,2010-03-21,1,1,0,NA,NA,4000
365,554234,"Kaliningrad",20.51095,54.70649,2010-03-27,1,1,0,NA,NA,2500
365,554234,"Kaliningrad",20.51095,54.70649,2010-05-01,1,1,0,0,NA,3000
365,554234,"Kaliningrad",20.51095,54.70649,2010-08-21,0,1,1,NA,NA,200
365,554234,"Kaliningrad",20.51095,54.70649,2010-08-21,1,1,1,NA,NA,1000
365,554234,"Kaliningrad",20.51095,54.70649,2011-06-11,1,1,2,NA,NA,NA
365,554234,"Kaliningrad",20.51095,54.70649,2011-09-25,1,1,0,NA,NA,200
365,554234,"Kaliningrad",20.51095,54.70649,2011-12-07,1,3,0,0,1,858.333333333333
365,554234,"Kaliningrad",20.51095,54.70649,2011-12-10,1,2,0,0,1,300
365,554234,"Kaliningrad",20.51095,54.70649,2011-12-17,1,1,0,0,NA,600
365,554234,"Kaliningrad",20.51095,54.70649,2011-12-24,1,3,0,0,NA,76.6666666666667
365,554234,"Kaliningrad",20.51095,54.70649,2012-02-04,1,3,0,NA,2,366.666666666667
365,554234,"Kaliningrad",20.51095,54.70649,2012-02-23,0,1,0,NA,NA,3000
365,554234,"Kaliningrad",20.51095,54.70649,2012-02-23,1,1,0,NA,NA,3000
365,554234,"Kaliningrad",20.51095,54.70649,2012-09-15,1,2,2,0,NA,200
365,554234,"Kaliningrad",20.51095,54.70649,2012-11-04,1,1,0,NA,NA,200
365,554234,"Kaliningrad",20.51095,54.70649,2013-11-03,1,1,0,NA,NA,100
365,554234,"Kaliningrad",20.51095,54.70649,2014-03-06,0,1,0,NA,NA,NA
365,554599,"Kachkanar",59.4839,58.7002,2011-12-10,1,1,0,NA,NA,25
365,554840,"Izhevsk",53.20448,56.84976,2005-01-13,1,1,0,NA,NA,5000
365,554840,"Izhevsk",53.20448,56.84976,2005-01-21,1,1,0,NA,NA,2000
365,554840,"Izhevsk",53.20448,56.84976,2005-04-24,1,1,0,NA,NA,450
365,554840,"Izhevsk",53.20448,56.84976,2005-05-01,1,1,0,NA,NA,10000
365,554840,"Izhevsk",53.20448,56.84976,2008-12-16,1,1,1,NA,1,2000
365,554840,"Izhevsk",53.20448,56.84976,2009-01-27,1,1,1,NA,1,1000
365,554840,"Izhevsk",53.20448,56.84976,2010-04-10,1,1,1,0,NA,1350
365,554840,"Izhevsk",53.20448,56.84976,2011-04-09,1,1,0,0,NA,650
365,554840,"Izhevsk",53.20448,56.84976,2011-12-10,1,1,0,NA,NA,200
365,554840,"Izhevsk",53.20448,56.84976,2011-12-18,1,1,0,0,NA,450
365,554840,"Izhevsk",53.20448,56.84976,2012-02-18,0,1,0,NA,NA,16000
365,554840,"Izhevsk",53.20448,56.84976,2012-02-26,1,1,0,NA,NA,375
365,554840,"Izhevsk",53.20448,56.84976,2015-04-04,1,1,0,NA,NA,NA
365,555312,"Ivanovo",40.97139,56.99719,2003-10-31,1,1,1,NA,NA,200
365,555312,"Ivanovo",40.97139,56.99719,2011-04-09,1,1,0,NA,NA,150
365,555312,"Ivanovo",40.97139,56.99719,2011-12-10,1,3,0,NA,2,275
365,555312,"Ivanovo",40.97139,56.99719,2012-02-04,1,1,0,NA,NA,150
365,555312,"Ivanovo",40.97139,56.99719,2012-02-18,0,2,0,NA,NA,6000
365,555312,"Ivanovo",40.97139,56.99719,2012-02-23,1,2,0,NA,NA,126.5
365,556198,"Irganay",46.91154,42.6465,2014-03-05,1,1,0,NA,2,225
365,558118,"Gudermes",46.10925,43.35071,2004-02-10,1,1,0,NA,NA,NA
365,558118,"Gudermes",46.10925,43.35071,2006-05-01,0,1,1,NA,1,20000
365,558118,"Gudermes",46.10925,43.35071,2007-10-25,0,1,0,NA,NA,5000
365,558118,"Gudermes",46.10925,43.35071,2008-07-14,1,1,1,0,NA,150
365,558418,"Groznyy",45.68895,43.31195,2003-03-12,1,1,1,NA,NA,500
365,558418,"Groznyy",45.68895,43.31195,2003-08-22,1,2,1,NA,NA,300
365,558418,"Groznyy",45.68895,43.31195,2003-09-22,1,1,1,NA,NA,200
365,558418,"Groznyy",45.68895,43.31195,2003-09-30,1,1,1,NA,2,400
365,558418,"Groznyy",45.68895,43.31195,2003-10-02,1,1,1,NA,NA,NA
365,558418,"Groznyy",45.68895,43.31195,2003-12-06,1,1,1,NA,2,600
365,558418,"Groznyy",45.68895,43.31195,2003-12-17,1,1,1,NA,NA,200
365,558418,"Groznyy",45.68895,43.31195,2003-12-24,1,1,1,NA,NA,150
365,558418,"Groznyy",45.68895,43.31195,2004-03-02,1,1,1,NA,NA,NA
365,558418,"Groznyy",45.68895,43.31195,2004-03-30,1,1,1,NA,NA,300
365,558418,"Groznyy",45.68895,43.31195,2004-03-31,1,2,1,NA,NA,300
365,558418,"Groznyy",45.68895,43.31195,2004-04-01,1,1,1,NA,2,300
365,558418,"Groznyy",45.68895,43.31195,2004-06-02,1,1,1,2,2,1000
365,558418,"Groznyy",45.68895,43.31195,2004-09-21,1,2,1,NA,NA,200
365,558418,"Groznyy",45.68895,43.31195,2005-05-20,1,3,0,NA,NA,1341.66666666667
365,558418,"Groznyy",45.68895,43.31195,2005-05-27,1,1,1,NA,NA,30
365,558418,"Groznyy",45.68895,43.31195,2005-07-02,1,1,1,NA,NA,25
365,558418,"Groznyy",45.68895,43.31195,2005-07-05,1,1,1,NA,NA,1000
365,558418,"Groznyy",45.68895,43.31195,2005-07-17,1,1,1,NA,1,38
365,558418,"Groznyy",45.68895,43.31195,2005-07-29,1,3,1,NA,2,50
365,558418,"Groznyy",45.68895,43.31195,2005-08-11,1,1,0,NA,NA,60
365,558418,"Groznyy",45.68895,43.31195,2005-11-21,1,2,1,NA,NA,100
365,558418,"Groznyy",45.68895,43.31195,2006-04-11,0,1,2,NA,NA,6000
365,558418,"Groznyy",45.68895,43.31195,2006-05-08,0,1,1,NA,NA,7500
365,558418,"Groznyy",45.68895,43.31195,2006-06-14,0,2,1,NA,NA,12500
365,558418,"Groznyy",45.68895,43.31195,2006-10-16,1,1,0,NA,NA,50
365,558418,"Groznyy",45.68895,43.31195,2007-03-05,1,2,0,NA,NA,500
365,558418,"Groznyy",45.68895,43.31195,2007-05-01,0,2,0,NA,NA,20000
365,558418,"Groznyy",45.68895,43.31195,2007-05-01,1,1,0,NA,1,NA
365,558418,"Groznyy",45.68895,43.31195,2007-06-12,0,1,0,NA,NA,10000
365,558418,"Groznyy",45.68895,43.31195,2007-10-24,0,2,0,NA,NA,30000
365,558418,"Groznyy",45.68895,43.31195,2007-10-25,0,3,0,NA,NA,14833.5
365,558418,"Groznyy",45.68895,43.31195,2007-11-27,0,1,0,NA,NA,2000
365,558418,"Groznyy",45.68895,43.31195,2008-03-07,0,1,1,NA,NA,500
365,558418,"Groznyy",45.68895,43.31195,2008-07-19,1,1,1,NA,NA,NA
365,558418,"Groznyy",45.68895,43.31195,2008-08-29,1,1,1,NA,NA,500
365,558418,"Groznyy",45.68895,43.31195,2008-12-25,1,3,1,NA,NA,466.666666666667
365,558418,"Groznyy",45.68895,43.31195,2008-12-29,1,2,1,NA,NA,350
365,558418,"Groznyy",45.68895,43.31195,2009-01-21,1,1,0,NA,NA,2167
365,558418,"Groznyy",45.68895,43.31195,2009-01-31,0,1,0,NA,NA,5000
365,558418,"Groznyy",45.68895,43.31195,2010-10-26,0,1,1,NA,NA,200
365,558418,"Groznyy",45.68895,43.31195,2011-06-24,1,1,1,NA,2,40
365,558418,"Groznyy",45.68895,43.31195,2011-09-30,1,1,1,NA,1,100
365,558418,"Groznyy",45.68895,43.31195,2011-11-27,1,1,1,NA,NA,NA
365,558418,"Groznyy",45.68895,43.31195,2013-08-16,1,2,0,NA,NA,30
365,558418,"Groznyy",45.68895,43.31195,2013-08-21,1,1,0,NA,NA,150
365,558418,"Groznyy",45.68895,43.31195,2014-05-01,0,1,0,NA,NA,120000
365,558418,"Groznyy",45.68895,43.31195,2014-10-07,0,4,0,NA,1,100000
365,558418,"Groznyy",45.68895,43.31195,2014-12-13,0,3,1,NA,NA,50000
365,558418,"Groznyy",45.68895,43.31195,2014-12-28,0,2,0,NA,NA,11000
365,558418,"Groznyy",45.68895,43.31195,2015-03-18,0,1,0,NA,NA,10000
365,560142,"Gorelovo",30.13455,59.77234,2013-12-14,3,1,NA,NA,NA,200
365,561472,"Gimry",46.83959,42.75974,2011-06-14,1,2,1,0,1,2750
365,561472,"Gimry",46.83959,42.75974,2012-02-21,1,1,1,NA,1,1000
365,561627,"Georgiyevsk",43.46972,44.15194,2005-01-17,1,1,0,NA,NA,400
365,561887,"Gatchina",30.12833,59.57639,2012-04-05,1,1,1,0,NA,25
365,561887,"Gatchina",30.12833,59.57639,2014-03-18,0,1,0,NA,NA,6000
365,563514,"Elista",44.25583,46.30778,2003-12-09,1,2,1,NA,1,200
365,563514,"Elista",44.25583,46.30778,2003-12-10,1,1,1,NA,1,1000
365,563514,"Elista",44.25583,46.30778,2004-09-21,1,4,1,2,2,NA
365,563514,"Elista",44.25583,46.30778,2004-09-22,0,1,1,NA,NA,600
365,563514,"Elista",44.25583,46.30778,2004-09-22,1,1,1,NA,2,2000
365,563514,"Elista",44.25583,46.30778,2007-10-24,0,1,0,NA,NA,NA
365,563514,"Elista",44.25583,46.30778,2007-10-26,1,1,0,NA,NA,NA
365,563514,"Elista",44.25583,46.30778,2012-02-04,1,1,0,NA,NA,50
365,563531,"El'brusskiy",42.13232,43.55823,2009-06-12,3,1,NA,NA,1,1000
365,563551,"Ekazhevo",44.82306,43.21222,2007-06-29,1,1,0,NA,NA,100
365,563551,"Ekazhevo",44.82306,43.21222,2013-01-16,1,1,1,NA,NA,NA
365,563630,"Dzhemikent",48.04114,42.23575,2011-08-02,1,1,2,NA,2,100
365,563630,"Dzhemikent",48.04114,42.23575,2011-08-03,1,1,2,NA,1,150
365,563744,"Dyshne-Vedeno",46.11578,42.96435,2004-05-14,1,1,1,NA,NA,100
365,563744,"Dyshne-Vedeno",46.11578,42.96435,2004-05-16,1,1,2,NA,NA,NA
365,564866,"Druzhnaya Gorka",30.12709,59.28018,2013-04-28,3,1,NA,NA,NA,250
365,564928,"Druzhba",40.37694,44.92556,2008-06-11,1,1,1,0,NA,1000
365,565348,"Donetsk",39.95948,48.33962,2015-09-22,0,1,0,NA,NA,NA
365,566532,"Derbent",48.28987,42.06779,2013-02-22,1,1,2,NA,NA,NA
365,566532,"Derbent",48.28987,42.06779,2014-07-30,0,1,2,NA,NA,450
365,566532,"Derbent",48.28987,42.06779,2014-07-30,1,1,1,NA,NA,800
365,566532,"Derbent",48.28987,42.06779,2015-01-10,1,2,2,NA,NA,200
365,568085,"Chiri-Yurt",45.74323,43.08869,2004-05-20,1,1,1,NA,NA,250
365,568595,"Chernyakhovsk",21.81557,54.63345,2004-12-20,1,1,1,NA,NA,200
365,568595,"Chernyakhovsk",21.81557,54.63345,2010-02-28,1,1,0,NA,1,3500
365,568595,"Chernyakhovsk",21.81557,54.63345,2014-03-06,3,1,NA,NA,NA,NA
365,569154,"Cherkessk",42.05778,44.22333,2003-08-19,1,1,1,NA,NA,2000
365,569154,"Cherkessk",42.05778,44.22333,2004-10-25,1,1,1,NA,NA,1000
365,569154,"Cherkessk",42.05778,44.22333,2004-11-01,1,1,2,NA,NA,4000
365,569154,"Cherkessk",42.05778,44.22333,2004-11-09,1,5,2,2,2,3000
365,569154,"Cherkessk",42.05778,44.22333,2004-11-10,1,1,1,NA,NA,NA
365,569154,"Cherkessk",42.05778,44.22333,2005-01-17,1,1,0,NA,NA,300
365,569154,"Cherkessk",42.05778,44.22333,2005-01-23,1,1,0,NA,NA,500
365,569154,"Cherkessk",42.05778,44.22333,2005-02-13,1,1,0,NA,NA,NA
365,569154,"Cherkessk",42.05778,44.22333,2005-02-14,0,1,0,NA,NA,4000
365,569154,"Cherkessk",42.05778,44.22333,2005-06-13,0,2,1,NA,NA,3500
365,569154,"Cherkessk",42.05778,44.22333,2005-06-13,1,1,1,NA,NA,2000
365,569154,"Cherkessk",42.05778,44.22333,2005-06-29,1,1,1,NA,NA,200
365,569154,"Cherkessk",42.05778,44.22333,2005-06-30,1,1,1,NA,NA,NA
365,569154,"Cherkessk",42.05778,44.22333,2006-07-01,1,1,0,NA,NA,NA
365,569154,"Cherkessk",42.05778,44.22333,2006-12-23,1,1,1,NA,NA,1000
365,569154,"Cherkessk",42.05778,44.22333,2007-08-29,1,1,1,NA,NA,200
365,569154,"Cherkessk",42.05778,44.22333,2009-11-26,1,1,0,NA,NA,NA
365,569154,"Cherkessk",42.05778,44.22333,2011-12-24,1,1,0,0,NA,25
365,569154,"Cherkessk",42.05778,44.22333,2012-02-04,0,1,0,NA,NA,200
365,569154,"Cherkessk",42.05778,44.22333,2012-02-25,1,1,0,NA,NA,1000
365,569154,"Cherkessk",42.05778,44.22333,2014-03-18,0,1,0,NA,NA,10000
365,569696,"Cheboksary",47.25194,56.13222,2004-05-01,1,1,0,NA,NA,NA
365,569696,"Cheboksary",47.25194,56.13222,2006-04-08,1,1,0,0,1,3000
365,569696,"Cheboksary",47.25194,56.13222,2011-12-10,1,2,0,NA,NA,375
365,569696,"Cheboksary",47.25194,56.13222,2011-12-14,0,1,0,NA,NA,2500
365,569696,"Cheboksary",47.25194,56.13222,2012-02-04,1,1,0,NA,NA,125
365,569696,"Cheboksary",47.25194,56.13222,2012-11-04,1,1,0,NA,NA,100
365,569955,"Chapayevsk",49.7086,52.9771,2005-01-11,1,1,0,NA,1,NA
365,570479,"Buynaksk",47.1192,42.819,2006-06-07,1,1,2,NA,NA,500
365,570479,"Buynaksk",47.1192,42.819,2006-06-21,1,1,2,NA,NA,500
365,570479,"Buynaksk",47.1192,42.819,2011-10-22,1,1,1,NA,NA,200
365,570479,"Buynaksk",47.1192,42.819,2012-08-03,1,1,2,NA,1,150
365,570479,"Buynaksk",47.1192,42.819,2015-08-25,1,2,2,NA,2,500
365,570479,"Buynaksk",47.1192,42.819,2015-09-04,1,1,2,NA,NA,NA
365,570479,"Buynaksk",47.1192,42.819,2015-09-20,1,2,1,NA,0,2000
365,570479,"Buynaksk",47.1192,42.819,2015-10-16,1,2,2,2,2,NA
365,570579,"Butovo",39.41555,55.29039,2006-06-20,1,1,2,NA,2,NA
365,571476,"Bryansk",34.37167,53.25209,2003-11-07,1,1,0,NA,NA,NA
365,571476,"Bryansk",34.37167,53.25209,2009-08-02,1,1,1,NA,NA,6000
365,571476,"Bryansk",34.37167,53.25209,2011-10-13,1,1,2,NA,NA,200
365,571476,"Bryansk",34.37167,53.25209,2011-10-14,1,1,2,NA,NA,NA
365,571476,"Bryansk",34.37167,53.25209,2011-12-10,1,2,0,NA,2,287.5
365,571476,"Bryansk",34.37167,53.25209,2011-12-24,1,1,0,0,NA,150
365,571476,"Bryansk",34.37167,53.25209,2012-02-05,1,1,0,NA,NA,100
365,571476,"Bryansk",34.37167,53.25209,2012-02-26,1,1,0,NA,NA,75
365,571476,"Bryansk",34.37167,53.25209,2012-09-15,1,1,0,NA,NA,30
365,571476,"Bryansk",34.37167,53.25209,2014-03-03,0,1,0,NA,NA,5000
365,571476,"Bryansk",34.37167,53.25209,2015-04-04,1,1,0,NA,NA,NA
365,571888,"Botlikh",46.2203,42.66531,2005-05-26,1,1,0,NA,NA,NA
365,571888,"Botlikh",46.2203,42.66531,2005-08-24,1,1,0,NA,NA,300
365,572035,"Borozdinovskaya",46.59028,43.81341,2005-06-11,1,1,1,NA,NA,150
365,575410,"Boksitogorsk",33.84853,59.47405,2011-04-29,1,1,0,NA,NA,NA
365,576116,"Blagoveshchensk",55.97806,55.035,2006-01-26,1,1,1,NA,NA,1500
365,576116,"Blagoveshchensk",55.97806,55.035,2011-12-10,1,1,0,NA,NA,NA
365,576116,"Blagoveshchensk",55.97806,55.035,2012-02-04,0,1,0,NA,NA,4000
365,576697,"Beslan",44.54313,43.19217,2004-09-04,1,1,1,NA,NA,300
365,576697,"Beslan",44.54313,43.19217,2004-12-17,1,1,1,NA,NA,NA
365,576697,"Beslan",44.54313,43.19217,2005-01-20,1,2,1,NA,1,100
365,576697,"Beslan",44.54313,43.19217,2005-01-21,1,3,1,NA,NA,217.333333333333
365,576697,"Beslan",44.54313,43.19217,2005-01-22,1,2,0,NA,NA,100
365,576697,"Beslan",44.54313,43.19217,2006-05-01,1,1,1,NA,NA,1000
365,576697,"Beslan",44.54313,43.19217,2006-09-01,1,1,0,NA,NA,25
365,576697,"Beslan",44.54313,43.19217,2012-10-25,3,1,NA,NA,NA,NA
365,577206,"Berezniki",56.8204,59.4091,2013-01-16,1,1,0,NA,1,25
365,578072,"Belgorod",36.58015,50.61074,2011-12-10,1,3,0,NA,2,100
365,578072,"Belgorod",36.58015,50.61074,2011-12-18,1,1,0,0,NA,60
365,578072,"Belgorod",36.58015,50.61074,2012-03-05,0,1,0,NA,NA,NA
365,578072,"Belgorod",36.58015,50.61074,2014-03-03,0,1,0,NA,NA,5000
365,579464,"Balashikha",37.95806,55.80945,2010-10-31,1,1,2,NA,NA,300
365,579514,"Novaya Balakhna",43.60114,56.48989,2003-01-16,1,1,1,NA,NA,1500
365,579574,"Baksan",43.53694,43.68806,2012-04-21,1,1,2,NA,NA,100
365,579760,"Bagrationovsk",20.64372,54.38714,2013-08-25,1,1,2,NA,NA,NA
365,579999,"Babayurt",46.77888,43.6002,2010-08-23,1,1,1,NA,2,300
365,580054,"Azov",39.41648,47.10779,2003-07-26,1,1,2,NA,1,NA
365,580262,"Aver'yanovka",46.75418,43.84532,2015-07-29,1,2,1,NA,NA,3000
365,580497,"Astrakhan",48.04076,46.34968,2003-02-27,1,1,0,NA,NA,1000
365,580497,"Astrakhan",48.04076,46.34968,2005-01-29,1,2,0,NA,NA,400
365,580497,"Astrakhan",48.04076,46.34968,2007-01-18,1,1,0,NA,NA,1000
365,580497,"Astrakhan",48.04076,46.34968,2011-05-23,1,1,0,NA,NA,NA
365,580497,"Astrakhan",48.04076,46.34968,2012-02-04,0,1,0,NA,NA,4000
365,580497,"Astrakhan",48.04076,46.34968,2012-02-04,1,3,0,NA,NA,1066.66666666667
365,580497,"Astrakhan",48.04076,46.34968,2012-03-10,1,1,1,NA,NA,60
365,580497,"Astrakhan",48.04076,46.34968,2012-03-31,1,1,2,NA,NA,250
365,580497,"Astrakhan",48.04076,46.34968,2012-04-10,1,2,2,1,2,725
365,580497,"Astrakhan",48.04076,46.34968,2012-04-12,1,1,2,1,2,NA
365,580497,"Astrakhan",48.04076,46.34968,2012-04-14,0,3,2,NA,2,4333.33333333333
365,580497,"Astrakhan",48.04076,46.34968,2012-04-14,1,2,2,NA,2,2791.5
365,580497,"Astrakhan",48.04076,46.34968,2012-04-21,1,1,2,NA,2,1733
365,580497,"Astrakhan",48.04076,46.34968,2012-06-12,1,1,0,NA,2,25
365,580497,"Astrakhan",48.04076,46.34968,2014-03-09,0,1,0,NA,NA,NA
365,580545,"Assinovskaya",45.18194,43.24167,2004-02-09,1,1,2,NA,NA,NA
365,580724,"Arzamas",43.83992,55.39485,2013-12-08,1,1,2,1,2,NA
365,581049,"Arkhangel'sk",40.5433,64.5401,2003-02-27,1,1,0,NA,NA,NA
365,581049,"Arkhangel'sk",40.5433,64.5401,2005-01-27,1,1,0,NA,NA,400
365,581049,"Arkhangel'sk",40.5433,64.5401,2009-09-08,1,1,0,NA,1,200
365,581049,"Arkhangel'sk",40.5433,64.5401,2010-02-21,1,3,1,0,1,1250
365,581049,"Arkhangel'sk",40.5433,64.5401,2010-03-28,1,2,1,NA,2,1750
365,581049,"Arkhangel'sk",40.5433,64.5401,2010-04-25,1,1,1,0,2,70
365,581049,"Arkhangel'sk",40.5433,64.5401,2011-11-04,1,1,0,NA,NA,60
365,581049,"Arkhangel'sk",40.5433,64.5401,2011-12-10,1,1,0,NA,NA,200
365,581049,"Arkhangel'sk",40.5433,64.5401,2011-12-14,0,1,0,NA,NA,NA
365,581049,"Arkhangel'sk",40.5433,64.5401,2012-02-04,0,1,0,NA,NA,100
365,581049,"Arkhangel'sk",40.5433,64.5401,2012-02-04,1,2,0,NA,NA,40
365,581049,"Arkhangel'sk",40.5433,64.5401,2012-02-25,1,1,0,NA,NA,100
365,581049,"Arkhangel'sk",40.5433,64.5401,2012-02-26,1,1,0,NA,NA,30
365,581357,"Apatity",33.4031,67.56414,2007-08-13,1,1,0,NA,NA,NA
365,582432,"Al'met'yevsk",52.3154,54.90442,2005-01-10,1,2,2,0,1,3000
365,584080,"Agachaul",47.46064,42.92306,2004-10-29,1,1,2,NA,NA,300
365,584298,"Achkhoy-Martan",45.28373,43.18997,2007-10-25,0,1,0,NA,NA,5000
365,793815,"Kobu-Bashi",41.31699,43.93188,2007-07-03,1,1,1,NA,NA,200
365,796436,"Karaman Sed'moy",47.46167,43.05389,2013-08-21,1,2,2,2,2,1000
365,796780,"Khamavyurt",46.42872,43.27292,2009-07-28,1,1,1,NA,1,300
365,797045,"Naryshkutan",46.64867,43.5221,2007-03-15,1,1,1,NA,NA,100
365,797781,"Neftekumsk",44.9925,44.75583,2015-04-28,1,1,2,NA,NA,NA
365,802921,"Novyy Khushet",47.5604,42.89941,2011-08-02,1,1,2,1,2,NA
365,802921,"Novyy Khushet",47.5604,42.89941,2014-02-21,1,1,2,NA,NA,NA
365,803712,"Lista",44.45639,47.44222,2003-12-10,1,1,1,NA,1,1000
365,803712,"Lista",44.45639,47.44222,2004-09-21,1,1,1,2,2,NA
365,810174,"Velikiy",40.43377,49.23334,2003-02-27,1,1,0,NA,NA,NA
365,828055,"Belidzhi",48.41247,41.89184,2014-08-19,1,1,2,NA,NA,100
365,841272,"Chapayevskoye",42.0593,44.3273,2013-03-09,1,1,1,NA,NA,NA
365,860584,"Chapayevo",46.4862,43.11009,2013-08-06,1,1,2,NA,NA,150
365,1484889,"Zyuzel'skiy",60.1331,56.4856,2014-02-28,3,1,NA,NA,NA,NA
365,1484889,"Zyuzel'skiy",60.1331,56.4856,2014-03-17,3,1,NA,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2003-01-14,1,2,2,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2003-02-01,1,1,0,NA,NA,1000
365,1486209,"Yekaterinburg",60.6122,56.8519,2003-07-04,1,1,2,NA,NA,4500
365,1486209,"Yekaterinburg",60.6122,56.8519,2003-08-15,1,1,1,NA,2,40
365,1486209,"Yekaterinburg",60.6122,56.8519,2004-05-01,1,1,0,NA,NA,1000
365,1486209,"Yekaterinburg",60.6122,56.8519,2004-09-29,1,1,1,NA,NA,25
365,1486209,"Yekaterinburg",60.6122,56.8519,2004-11-07,1,1,1,NA,NA,1000
365,1486209,"Yekaterinburg",60.6122,56.8519,2005-03-02,1,1,0,NA,NA,200
365,1486209,"Yekaterinburg",60.6122,56.8519,2005-05-01,1,1,0,0,NA,20000
365,1486209,"Yekaterinburg",60.6122,56.8519,2005-06-15,1,1,1,NA,NA,25
365,1486209,"Yekaterinburg",60.6122,56.8519,2005-09-10,1,1,0,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2005-09-13,1,1,0,0,1,200
365,1486209,"Yekaterinburg",60.6122,56.8519,2005-11-23,1,1,0,NA,NA,50
365,1486209,"Yekaterinburg",60.6122,56.8519,2005-12-12,1,1,0,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2006-01-28,1,2,0,NA,2,50
365,1486209,"Yekaterinburg",60.6122,56.8519,2006-03-04,1,1,0,1,2,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2006-04-01,1,1,0,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2006-04-08,1,1,0,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2006-12-02,1,1,0,NA,1,2000
365,1486209,"Yekaterinburg",60.6122,56.8519,2007-03-28,1,1,0,NA,NA,300
365,1486209,"Yekaterinburg",60.6122,56.8519,2007-06-27,0,1,0,NA,NA,50
365,1486209,"Yekaterinburg",60.6122,56.8519,2007-08-28,0,1,0,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2007-08-29,1,1,0,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2007-09-08,0,1,0,NA,NA,30
365,1486209,"Yekaterinburg",60.6122,56.8519,2007-10-25,1,1,0,NA,2,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2007-11-02,0,1,0,NA,NA,350
365,1486209,"Yekaterinburg",60.6122,56.8519,2008-03-04,1,1,0,NA,0,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2009-02-01,0,1,0,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2009-02-01,1,1,0,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2009-02-18,1,1,1,NA,NA,200
365,1486209,"Yekaterinburg",60.6122,56.8519,2009-02-21,1,1,0,NA,1,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2009-02-25,0,1,0,NA,NA,300
365,1486209,"Yekaterinburg",60.6122,56.8519,2009-02-25,1,1,0,NA,1,350
365,1486209,"Yekaterinburg",60.6122,56.8519,2009-04-04,1,1,0,NA,NA,1750
365,1486209,"Yekaterinburg",60.6122,56.8519,2009-05-19,1,1,0,NA,1,50
365,1486209,"Yekaterinburg",60.6122,56.8519,2010-09-25,1,2,0,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2010-10-24,1,1,0,NA,NA,500
365,1486209,"Yekaterinburg",60.6122,56.8519,2010-11-14,1,1,0,0,1,53
365,1486209,"Yekaterinburg",60.6122,56.8519,2010-11-15,1,1,0,0,1,53
365,1486209,"Yekaterinburg",60.6122,56.8519,2010-12-14,1,1,0,NA,NA,50
365,1486209,"Yekaterinburg",60.6122,56.8519,2010-12-31,1,1,0,NA,NA,30
365,1486209,"Yekaterinburg",60.6122,56.8519,2011-01-31,1,1,0,NA,NA,150
365,1486209,"Yekaterinburg",60.6122,56.8519,2011-03-29,3,1,NA,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2011-04-16,1,1,1,NA,NA,150
365,1486209,"Yekaterinburg",60.6122,56.8519,2011-05-16,1,2,2,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2011-05-20,1,1,0,NA,NA,28
365,1486209,"Yekaterinburg",60.6122,56.8519,2011-05-23,1,1,0,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2011-07-18,1,1,2,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2011-08-16,1,1,2,1,NA,200
365,1486209,"Yekaterinburg",60.6122,56.8519,2011-09-20,1,1,0,NA,NA,NA
365,1486209,"Yekaterinburg",60.6122,56.8519,2011-09-21,1,1,0,NA,NA,NA
